HITId,tweet,sentiment,directness,annotator_sentiment,target,group
691,@user &gt;Stella outta can\nYou mongoloid,hateful,direct,sadness_indifference,origin,special_needs
692,@user @user @user @user Never liked the twat. Even before he slithered his way\u2026 @URL,offensive_disrespectful,indirect,sadness_indifference,other,women
693,A country that have 68 parties and 68 presidential candidates vying for one office is that not a shithole country\u2026 @URL,normal,indirect,confusion_shock,origin,other
694,hating a race just bc of their looks / skin. is it racist?\n\n(all races as in Caucasian negroid mongoloid capoid australoid etc.),offensive,indirect,anger_disgust,origin,women
695,You\u2019re retarded @URL,offensive_disrespectful,direct,anger_disgust,disability,special_needs
696,To all retarded political goons \ud83d\ude02 please do some research before doing fake propaganda. People rejects you desperat\u2026 @URL,fearful_abusive_offensive_hateful_disrespectful,indirect,fear_shock_indifference_sadness_disgust,origin,special_needs
697,@user As a member of the negro delegation we are hurt and sickened by this loss,normal,indirect,anger_confusion_sadness_shock_disgust,origin,indian/hindu
698,@user I wanna kill em raghead style pour acid on them and shove razor wire up their ass that's what th\u2026 @URL,normal,direct,anger_disgust,religion,muslims
699,@user woah I\u2019m smiling like a twat rn thank you,offensive,indirect,anger_disgust,gender,women
700,Hate helping chinese customers they diss me when I ask if they need help then coming talking ching chong to me when they need help,offensive_hateful,indirect,anger_disgust,origin,asians
701,@user America is now a \u201cshithole\u201d country. People get murdered in houses of worship movies political e\u2026 @URL,offensive,indirect,anger_disgust,origin,special_needs
702,@user Omg if that twat would just shut up for one day...,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,women
703,@user @user @user look at the scoreboard you goddamn retard. \ud83d\ude02\ud83d\ude02\ud83d\ude02 i know you probably didn\u2019t make it past 8th grade but do the math.,abusive_hateful,indirect,sadness_disgust,disability,special_needs
704,Non l’immigration n’aura pas la peau de l’Etat Providence #migrants #immigration @URL,offensive,indirect,sadness_disgust,origin,immigrants
705,@user Eyup. I can't even name my Arcanine ' Spicy Doggo ' because it has the word ' spic ' in it.,offensive,indirect,sadness_disgust,origin,other
706,god this gives me nostalgia... my baby dyke days,offensive,indirect,sadness_disgust,sexual_orientation,other
707,@user Yeah probably because he acts like a right retard basically wanted to become a meme,offensive,indirect,sadness_disgust,disability,special_needs
708,@user well theres only really 3 true races: caucasoid (white) mongoloid (asian) and negroid(black). were all\u2026 @URL,offensive_hateful,indirect,sadness_disgust,origin,other
709,@user Oh nice. A mob of angry feminazi and other Democratic women. They can't stand a decent Conservative… @URL,offensive_hateful,indirect,sadness_disgust,gender,women
710,All of these people are retarded ( the bad reviews @URL,offensive,indirect,sadness_disgust,other,special_needs
711,There\u2019s controversial and then there\u2019s fucking twat wishing death on innocent people! @URL,offensive,indirect,sadness_disgust,gender,women
712,@user They replaced \retard\ with chud,offensive,indirect,anger_indifference,disability,special_needs
713,since im japanese heres some japanese terms ill teach u: ching chong ling long long d0ng,abusive_offensive,indirect,anger_indifference,origin,other
714,@user Matt your dad is a judge...You are privileged you twat.,abusive_offensive_hateful_disrespectful_normal,indirect,anger_indifference,other,women
715,Did I marketbuy some lowcap trash like a retard?\n\nYes.\n\nDid it feel good?\n\nYes.\n\nWill I get rekt?\n\nYes.,normal,indirect,confusion_indifference,disability,special_needs
716,ching ching chong chong dookie dookie,fearful_offensive_disrespectful_hateful_normal,indirect,anger_confusion_fear_shock_disgust,origin,other
717,Come the fuck on NFL What the fuck out USA not looking too great right hand to knock @user into retard-iment\u2026 @URL,hateful,indirect,anger_fear_shock_indifference_disgust,disability,special_needs
718,@user @user And he said if blacks were still picking cotton there be no need for illegal immigrants look that s*** up,offensive,indirect,anger_fear_shock_indifference_disgust,origin,immigrants
719,This dude is a straight up cunt. @URL,offensive,indirect,anger_fear_shock_indifference_disgust,gender,women
720,@user @user Vote for him because his family is beautiful? No wonder we have become a shithole country. Do\u2026 @URL,disrespectful_normal,indirect,anger_fear_shock_indifference_disgust,origin,other
721,Some Antifa faggot pretending to be a @user supporter to make all conservatives look bad that's not who we are @URL,offensive,direct,sadness_disgust,gender,other
722,Roberts is a fucking retard Rich hill was going good but instead of leaving him in there they take him out for anot\u2026 @URL,disrespectful_normal,indirect,sadness_disgust,other,left_wing_people
723,good morning everyone both my parents are retarded and my brother is a nigger,normal,direct,sadness_disgust,disability,special_needs
724,@user @user Money and employment are more important than some dead raghead! Just stay tuned in to the ne\u2026 @URL,offensive,indirect,sadness_disgust,origin,other
725,They are being attacked and raped by immigrants that Eur…,offensive,indirect,sadness_disgust,origin,individual
726,@user Aww!!! Any guy who ain't good to you must be a retard!!! Just sayin!!! \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\ud83c\udf39\ud83c\udf39\ud83c\udf39\ud83c\udded\ud83c\uddf7\ud83c\udded\ud83c\uddf7\ud83c\udded\ud83c\uddf7,offensive,indirect,indifference_disgust,disability,special_needs
727,So i was at a stoplight and the minute it turned green the guy next to me flicked me off and called me a spic while\u2026 @URL,offensive,indirect,indifference_disgust,gender,individual
728,Day drags so much when you\u2019re on a shift with mongy people \ud83d\ude12get me home.,fearful_normal,indirect,sadness_indifference,origin,other
729,@user While the hotdog still is the retarded little brother of fast food the best ones are in LA with N.\u2026 @URL,offensive,indirect,sadness_indifference,disability,special_needs
730,@user @user @user Calling someone a cumrag has nothing to do with the slur \u201craghead\u201d you complete knob.,offensive_disrespectful,indirect,sadness_indifference,other,other
731,Good time to remember that when Trump asked why we were accepting so many refugees from \u201cshithole countries\u201d Rich L\u2026 @URL,fearful_abusive_offensive_disrespectful_normal,indirect,sadness_indifference,origin,refugees
732,So according to every twat on Facebook and Twitter the Leicester City owner is dead ffs can we get it confirmed bef\u2026 @URL,offensive,direct,sadness_indifference,gender,other
733,@user A twat is gonna twat! \ud83e\udd23,fearful_abusive_hateful_disrespectful_normal,indirect,sadness_indifference,gender,special_needs
734,Quality ching chong delicacy @URL,offensive,indirect,sadness_indifference,origin,muslims
735,Fuck you Navy you shit bags and your twat coach. RUN A REAL FUCKING OFFENSE THIS ISN'T 1934,offensive,indirect,anger_fear_indifference_disgust,other,women
736,I think the genuine consensus for today\u2019s game is to fucking smash Steven Naismith\u2019s twat in,fearful_abusive_hateful_normal,indirect,sadness_disgust,gender,women
737,@user @user Hang the cunt and throw bricks while he slowly chokes to death.,normal,indirect,sadness_disgust,gender,women
738,\ud83d\udc40my son is amazing \ud83d\ude1fl can\u2019t believe l didn\u2019t have him on purpose. l thought he was retarded \ud83e\udd37\ud83c\udffd\u200d\u2642\ufe0fget the strap\u2026 @URL,offensive,indirect,sadness_disgust,disability,special_needs
739,If Martha McSally win this election I\u2019m just gonna assume y\u2019all retarded and I\u2019m moving states.,offensive,indirect,sadness_disgust,disability,special_needs
740,@user @user Don\u2019t be retarded.,offensive_disrespectful,indirect,sadness_disgust,disability,special_needs
741,@user Whoever runs this page is actually retarded. If ud take andre roberson and a 1st rounder over 4 1st\u2026 @URL,offensive,indirect,sadness_indifference,disability,special_needs
742,This thread is retarded AF \ud83e\udd23\ud83e\udd23\ud83e\udd23\nCheck the fan page spams \ud83e\udd23\ud83e\udd23\ud83e\udd23 @URL,offensive,indirect,anger_confusion_fear_shock_disgust,origin,special_needs
743,Hmmm...doesn't fit Trump's profiling description of being Mexican Muslim black foreign or from a \shithole\ cou\u2026 @URL,fearful_abusive,indirect,anger_confusion_fear_shock_indifference,other,other
744,how much of a retard do you have to be to think that Nationalist= White Nationalist. @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
745,@user feminazi review check !,abusive_normal,indirect,anger_sadness_shock_indifference_disgust,gender,women
746,If you don\u2019t \ud83d\ude02\ud83d\ude02 you either crazy or retarded and it\u2019s a thin line that separates those so you could be both \ud83d\ude02,normal,indirect,anger_confusion_fear_shock_disgust,gender,women
747,@user fuck u depressed for nigger,offensive,direct,anger_sadness_shock_indifference_disgust,origin,individual
748,@user @user you complicit 1/2 sentient Botox injection\n\nYou didn't wanna take your twat to work so you knowingl\u2026 @URL,offensive,direct,sadness_disgust,gender,women
749,@user Dick van dyke yes just a thought I had,hateful_disrespectful,indirect,sadness_disgust,sexual_orientation,other
750,Loving this part of my six year olds life when she just quite can\u2019t read perfectly.... can\u2019t=cunt,abusive_normal,indirect,sadness_disgust,other,women
751,Aliens are actually retarded,offensive,indirect,sadness_disgust,disability,special_needs
752,i blocked her earlier for that tweet she clearly was drinking retarded juice.,offensive,indirect,sadness_disgust,disability,special_needs
753,Oh cool! An NPC in Hitman (2016) can run are to you and scream \Are you in any way retarded mister?\ I think I'm r\u2026 @URL,offensive,indirect,anger_disgust,disability,special_needs
754,When rapes increase due to the influx of primitive immigrants. #Capitalism kicks in to save the day. @URL,offensive,indirect,anger_disgust,origin,women
755,@user Shut it you egocentric twat. I loathe unprincipled people like you,offensive,indirect,anger_disgust,gender,special_needs
756,@user Yeah but nowadays if you so much as make eye contact with a feminazi she's gonna accuse you of rape,offensive_normal,indirect,anger_disgust,gender,women
757,@user @user You\u2019re a very big retard \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d,offensive,indirect,anger_disgust,disability,special_needs
